image_path,category,width,height,aspect_ratio,channels,avg_intensity
dataset/train\Batik Geblek Renteng\43.jpg,Batik Geblek Renteng,224,224,1.0,3,129.51
dataset/train\Batik Geblek Renteng\44.jpg,Batik Geblek Renteng,224,224,1.0,3,106.59
dataset/train\Batik Geblek Renteng\45.jpg,Batik Geblek Renteng,224,224,1.0,3,134.12
dataset/train\Batik Geblek Renteng\46.jpg,Batik Geblek Renteng,224,224,1.0,3,118.58
dataset/train\Batik Geblek Renteng\47.jpg,Batik Geblek Renteng,224,224,1.0,3,119.24
dataset/train\Batik Geblek Renteng\48.jpg,Batik Geblek Renteng,224,224,1.0,3,190.71
dataset/train\Batik Geblek Renteng\49.jpg,Batik Geblek Renteng,224,224,1.0,3,120.64
dataset/train\Batik Geblek Renteng\5.jpg,Batik Geblek Renteng,224,224,1.0,3,111.9
dataset/train\Batik Geblek Renteng\50.jpg,Batik Geblek Renteng,224,224,1.0,3,88.33
dataset/train\Batik Geblek Renteng\51.jpg,Batik Geblek Renteng,224,224,1.0,3,98.7
dataset/train\Batik Geblek Renteng\52.jpg,Batik Geblek Renteng,224,224,1.0,3,73.11
dataset/train\Batik Geblek Renteng\53.jpg,Batik Geblek Renteng,224,224,1.0,3,62.92
dataset/train\Batik Geblek Renteng\54.jpg,Batik Geblek Renteng,224,224,1.0,3,190.63
dataset/train\Batik Geblek Renteng\55.jpg,Batik Geblek Renteng,224,224,1.0,3,89.32
dataset/train\Batik Geblek Renteng\56.jpg,Batik Geblek Renteng,224,224,1.0,3,85.47
dataset/train\Batik Geblek Renteng\57.jpg,Batik Geblek Renteng,224,224,1.0,3,162.67
dataset/train\Batik Geblek Renteng\58.jpg,Batik Geblek Renteng,224,224,1.0,3,159.14
dataset/train\Batik Geblek Renteng\59.jpg,Batik Geblek Renteng,224,224,1.0,3,69.58
dataset/train\Batik Geblek Renteng\6.jpg,Batik Geblek Renteng,224,224,1.0,3,95.16
dataset/train\Batik Geblek Renteng\60.jpg,Batik Geblek Renteng,224,224,1.0,3,97.83
dataset/train\Batik Geblek Renteng\61.jpg,Batik Geblek Renteng,224,224,1.0,3,91.83
dataset/train\Batik Geblek Renteng\62.jpg,Batik Geblek Renteng,224,224,1.0,3,134.17
dataset/train\Batik Geblek Renteng\63.jpg,Batik Geblek Renteng,224,224,1.0,3,110.37
dataset/train\Batik Geblek Renteng\64.jpg,Batik Geblek Renteng,224,224,1.0,3,110.75
dataset/train\Batik Geblek Renteng\65.jpg,Batik Geblek Renteng,224,224,1.0,3,109.42
dataset/train\Batik Geblek Renteng\66.jpg,Batik Geblek Renteng,224,224,1.0,3,158.44
dataset/train\Batik Geblek Renteng\67.jpg,Batik Geblek Renteng,224,224,1.0,3,162.83
dataset/train\Batik Geblek Renteng\68.jpg,Batik Geblek Renteng,224,224,1.0,3,188.77
dataset/train\Batik Geblek Renteng\69.jpg,Batik Geblek Renteng,224,224,1.0,3,119.53
dataset/train\Batik Geblek Renteng\7.jpg,Batik Geblek Renteng,224,224,1.0,3,107.15
dataset/train\Batik Geblek Renteng\8.jpg,Batik Geblek Renteng,224,224,1.0,3,51.16
dataset/train\Batik Geblek Renteng\9.jpg,Batik Geblek Renteng,224,224,1.0,3,102.8
dataset/train\Batik Ikat Celup\0.jpg,Batik Ikat Celup,224,224,1.0,3,119.97
dataset/train\Batik Ikat Celup\1.jpg,Batik Ikat Celup,224,224,1.0,3,74.83
dataset/train\Batik Ikat Celup\10.jpg,Batik Ikat Celup,224,224,1.0,3,113.98
dataset/train\Batik Ikat Celup\11.jpg,Batik Ikat Celup,224,224,1.0,3,143.58
dataset/train\Batik Ikat Celup\12.jpg,Batik Ikat Celup,224,224,1.0,3,134.22
dataset/train\Batik Ikat Celup\13.jpg,Batik Ikat Celup,224,224,1.0,3,88.95
dataset/train\Batik Ikat Celup\14.jpg,Batik Ikat Celup,224,224,1.0,3,125.19
dataset/train\Batik Ikat Celup\15.jpg,Batik Ikat Celup,224,224,1.0,3,104.44
dataset/train\Batik Ikat Celup\16.jpg,Batik Ikat Celup,224,224,1.0,3,125.4
dataset/train\Batik Ikat Celup\17.jpg,Batik Ikat Celup,224,224,1.0,3,88.95
dataset/train\Batik Ikat Celup\18.jpg,Batik Ikat Celup,224,224,1.0,3,114.95
dataset/train\Batik Ikat Celup\19.jpg,Batik Ikat Celup,224,224,1.0,3,162.26
dataset/train\Batik Ikat Celup\2.jpg,Batik Ikat Celup,224,224,1.0,3,74.97
dataset/train\Batik Ikat Celup\20.jpg,Batik Ikat Celup,224,224,1.0,3,197.36
dataset/train\Batik Ikat Celup\21.jpg,Batik Ikat Celup,224,224,1.0,3,141.42
dataset/train\Batik Ikat Celup\22.jpg,Batik Ikat Celup,224,224,1.0,3,170.7
dataset/train\Batik Ikat Celup\23.jpg,Batik Ikat Celup,224,224,1.0,3,108.54
dataset/train\Batik Ikat Celup\24.jpg,Batik Ikat Celup,224,224,1.0,3,122.84
dataset/train\Batik Ikat Celup\25.jpg,Batik Ikat Celup,224,224,1.0,3,124.83
dataset/train\Batik Ikat Celup\26.jpg,Batik Ikat Celup,224,224,1.0,3,125.37
dataset/train\Batik Ikat Celup\27.jpg,Batik Ikat Celup,224,224,1.0,3,102.14
dataset/train\Batik Ikat Celup\28.jpg,Batik Ikat Celup,224,224,1.0,3,95.45
dataset/train\Batik Ikat Celup\29.jpg,Batik Ikat Celup,224,224,1.0,3,167.02
dataset/train\Batik Ikat Celup\3.jpg,Batik Ikat Celup,224,224,1.0,3,101.33
dataset/train\Batik Ikat Celup\30.jpg,Batik Ikat Celup,224,224,1.0,3,106.1
dataset/train\Batik Ikat Celup\31.jpg,Batik Ikat Celup,224,224,1.0,3,93.26
dataset/train\Batik Ikat Celup\32.jpg,Batik Ikat Celup,224,224,1.0,3,98.08
dataset/train\Batik Ikat Celup\33.jpg,Batik Ikat Celup,224,224,1.0,3,208.02
dataset/train\Batik Ikat Celup\34.jpg,Batik Ikat Celup,224,224,1.0,3,142.01
dataset/train\Batik Ikat Celup\35.jpg,Batik Ikat Celup,224,224,1.0,3,95.45
dataset/train\Batik Ikat Celup\36.jpg,Batik Ikat Celup,224,224,1.0,3,102.9
dataset/train\Batik Ikat Celup\37.jpg,Batik Ikat Celup,224,224,1.0,3,150.91
dataset/train\Batik Ikat Celup\38.jpg,Batik Ikat Celup,224,224,1.0,3,132.27
dataset/train\Batik Ikat Celup\39.jpg,Batik Ikat Celup,224,224,1.0,3,103.62
dataset/train\Batik Ikat Celup\4.jpg,Batik Ikat Celup,224,224,1.0,3,90.99
dataset/train\Batik Ikat Celup\40.jpg,Batik Ikat Celup,224,224,1.0,3,126.6
dataset/train\Batik Ikat Celup\41.jpg,Batik Ikat Celup,224,224,1.0,3,117.54
dataset/train\Batik Ikat Celup\42.jpg,Batik Ikat Celup,224,224,1.0,3,104.89
dataset/train\Batik Ikat Celup\43.jpg,Batik Ikat Celup,224,224,1.0,3,102.82
dataset/train\Batik Ikat Celup\44.jpg,Batik Ikat Celup,224,224,1.0,3,94.08
dataset/train\Batik Ikat Celup\45.jpg,Batik Ikat Celup,224,224,1.0,3,128.57
dataset/train\Batik Ikat Celup\46.jpg,Batik Ikat Celup,224,224,1.0,3,89.64
dataset/train\Batik Ikat Celup\47.jpg,Batik Ikat Celup,224,224,1.0,3,139.86
dataset/train\Batik Ikat Celup\48.jpg,Batik Ikat Celup,224,224,1.0,3,97.61
dataset/train\Batik Ikat Celup\49.jpg,Batik Ikat Celup,224,224,1.0,3,93.4
dataset/train\Batik Ikat Celup\5.jpg,Batik Ikat Celup,224,224,1.0,3,72.05
dataset/train\Batik Ikat Celup\50.jpg,Batik Ikat Celup,224,224,1.0,3,139.52
dataset/train\Batik Ikat Celup\51.jpg,Batik Ikat Celup,224,224,1.0,3,122.85
dataset/train\Batik Ikat Celup\52.jpg,Batik Ikat Celup,224,224,1.0,3,201.9
dataset/train\Batik Ikat Celup\53.jpg,Batik Ikat Celup,224,224,1.0,3,86.31
dataset/train\Batik Ikat Celup\54.jpg,Batik Ikat Celup,224,224,1.0,3,113.69
dataset/train\Batik Ikat Celup\55.jpg,Batik Ikat Celup,224,224,1.0,3,132.53
dataset/train\Batik Ikat Celup\56.jpg,Batik Ikat Celup,224,224,1.0,3,109.61
dataset/train\Batik Ikat Celup\57.jpg,Batik Ikat Celup,224,224,1.0,3,137.89
dataset/train\Batik Ikat Celup\58.jpg,Batik Ikat Celup,224,224,1.0,3,109.88
dataset/train\Batik Ikat Celup\59.jpg,Batik Ikat Celup,224,224,1.0,3,134.52
dataset/train\Batik Ikat Celup\6.jpg,Batik Ikat Celup,224,224,1.0,3,153.7
dataset/train\Batik Ikat Celup\60.jpg,Batik Ikat Celup,224,224,1.0,3,101.27
dataset/train\Batik Ikat Celup\61.jpg,Batik Ikat Celup,224,224,1.0,3,94.07
dataset/train\Batik Ikat Celup\62.jpg,Batik Ikat Celup,224,224,1.0,3,115.07
dataset/train\Batik Ikat Celup\63.jpg,Batik Ikat Celup,224,224,1.0,3,96.88
dataset/train\Batik Ikat Celup\64.jpg,Batik Ikat Celup,224,224,1.0,3,119.33
dataset/train\Batik Ikat Celup\65.jpg,Batik Ikat Celup,224,224,1.0,3,94.08
dataset/train\Batik Ikat Celup\66.jpg,Batik Ikat Celup,224,224,1.0,3,132.74
dataset/train\Batik Ikat Celup\67.jpg,Batik Ikat Celup,224,224,1.0,3,103.68
dataset/train\Batik Ikat Celup\68.jpg,Batik Ikat Celup,224,224,1.0,3,105.92
dataset/train\Batik Ikat Celup\69.jpg,Batik Ikat Celup,224,224,1.0,3,125.19
dataset/train\Batik Ikat Celup\7.jpg,Batik Ikat Celup,224,224,1.0,3,153.88
dataset/train\Batik Ikat Celup\8.jpg,Batik Ikat Celup,224,224,1.0,3,130.52
dataset/train\Batik Ikat Celup\9.jpg,Batik Ikat Celup,224,224,1.0,3,82.33
dataset/train\Batik Insang\0.jpg,Batik Insang,224,224,1.0,3,173.66
dataset/train\Batik Insang\1.jpg,Batik Insang,224,224,1.0,3,123.93
dataset/train\Batik Insang\10.jpg,Batik Insang,224,224,1.0,3,154.36
dataset/train\Batik Insang\11.jpg,Batik Insang,224,224,1.0,3,162.31
dataset/train\Batik Insang\12.jpg,Batik Insang,224,224,1.0,3,101.77
dataset/train\Batik Insang\13.jpg,Batik Insang,224,224,1.0,3,96.49
dataset/train\Batik Insang\14.jpg,Batik Insang,224,224,1.0,3,106.96
dataset/train\Batik Insang\15.jpg,Batik Insang,224,224,1.0,3,125.41
dataset/train\Batik Insang\16.jpg,Batik Insang,224,224,1.0,3,140.09
dataset/train\Batik Insang\17.jpg,Batik Insang,224,224,1.0,3,128.2
dataset/train\Batik Insang\18.jpg,Batik Insang,224,224,1.0,3,125.02
dataset/train\Batik Insang\19.jpg,Batik Insang,224,224,1.0,3,136.29
dataset/train\Batik Insang\2.jpg,Batik Insang,224,224,1.0,3,106.16
dataset/train\Batik Insang\20.jpg,Batik Insang,224,224,1.0,3,113.25
dataset/train\Batik Insang\21.jpg,Batik Insang,224,224,1.0,3,70.99
dataset/train\Batik Insang\22.jpg,Batik Insang,224,224,1.0,3,133.03
dataset/train\Batik Insang\23.jpg,Batik Insang,224,224,1.0,3,126.7
dataset/train\Batik Insang\24.jpg,Batik Insang,224,224,1.0,3,117.09
dataset/train\Batik Insang\25.jpg,Batik Insang,224,224,1.0,3,85.64
dataset/train\Batik Insang\26.jpg,Batik Insang,224,224,1.0,3,136.44
dataset/train\Batik Insang\27.jpg,Batik Insang,224,224,1.0,3,91.57
dataset/train\Batik Insang\28.jpg,Batik Insang,224,224,1.0,3,58.22
dataset/train\Batik Insang\29.jpg,Batik Insang,224,224,1.0,3,96.83
dataset/train\Batik Insang\3.jpg,Batik Insang,224,224,1.0,3,108.61
dataset/train\Batik Insang\30.jpg,Batik Insang,224,224,1.0,3,124.71
dataset/train\Batik Insang\31.jpg,Batik Insang,224,224,1.0,3,103.84
dataset/train\Batik Insang\32.jpg,Batik Insang,224,224,1.0,3,154.86
dataset/train\Batik Insang\33.jpg,Batik Insang,224,224,1.0,3,156.02
dataset/train\Batik Insang\34.jpg,Batik Insang,224,224,1.0,3,128.21
dataset/train\Batik Insang\35.jpg,Batik Insang,224,224,1.0,3,94.87
dataset/train\Batik Insang\36.jpg,Batik Insang,224,224,1.0,3,147.1
dataset/train\Batik Insang\37.jpg,Batik Insang,224,224,1.0,3,145.49
dataset/train\Batik Insang\38.jpg,Batik Insang,224,224,1.0,3,141.92
dataset/train\Batik Insang\39.jpg,Batik Insang,224,224,1.0,3,111.09
dataset/train\Batik Insang\4.jpg,Batik Insang,224,224,1.0,3,127.12
dataset/train\Batik Insang\40.jpg,Batik Insang,224,224,1.0,3,133.61
dataset/train\Batik Insang\41.jpg,Batik Insang,224,224,1.0,3,112.57
dataset/train\Batik Insang\42.jpg,Batik Insang,224,224,1.0,3,178.86
dataset/train\Batik Insang\43.jpg,Batik Insang,224,224,1.0,3,117.51
dataset/train\Batik Insang\44.jpg,Batik Insang,224,224,1.0,3,169.26
dataset/train\Batik Insang\45.jpg,Batik Insang,224,224,1.0,3,108.6
dataset/train\Batik Insang\46.jpg,Batik Insang,224,224,1.0,3,135.64
dataset/train\Batik Insang\47.jpg,Batik Insang,224,224,1.0,3,80.22
dataset/train\Batik Insang\48.jpg,Batik Insang,224,224,1.0,3,136.54
dataset/train\Batik Insang\49.jpg,Batik Insang,224,224,1.0,3,121.36
dataset/train\Batik Insang\5.jpg,Batik Insang,224,224,1.0,3,141.88
dataset/train\Batik Insang\50.jpg,Batik Insang,224,224,1.0,3,146.08
dataset/train\Batik Insang\51.jpg,Batik Insang,224,224,1.0,3,97.73
dataset/train\Batik Insang\52.jpg,Batik Insang,224,224,1.0,3,81.23
dataset/train\Batik Insang\53.jpg,Batik Insang,224,224,1.0,3,157.64
dataset/train\Batik Insang\54.jpg,Batik Insang,224,224,1.0,3,93.96
dataset/train\Batik Insang\55.jpg,Batik Insang,224,224,1.0,3,105.18
dataset/train\Batik Insang\56.jpg,Batik Insang,224,224,1.0,3,119.53
dataset/train\Batik Insang\57.jpg,Batik Insang,224,224,1.0,3,118.63
dataset/train\Batik Insang\58.jpg,Batik Insang,224,224,1.0,3,101.92
dataset/train\Batik Insang\59.jpg,Batik Insang,224,224,1.0,3,145.33
dataset/train\Batik Insang\6.jpg,Batik Insang,224,224,1.0,3,137.39
dataset/train\Batik Insang\60.jpg,Batik Insang,224,224,1.0,3,77.68
dataset/train\Batik Insang\61.jpg,Batik Insang,224,224,1.0,3,101.61
dataset/train\Batik Insang\62.jpg,Batik Insang,224,224,1.0,3,124.32
dataset/train\Batik Insang\63.jpg,Batik Insang,224,224,1.0,3,109.71
dataset/train\Batik Insang\64.jpg,Batik Insang,224,224,1.0,3,142.11
dataset/train\Batik Insang\65.jpg,Batik Insang,224,224,1.0,3,136.33
dataset/train\Batik Insang\66.jpg,Batik Insang,224,224,1.0,3,99.21
dataset/train\Batik Insang\67.jpg,Batik Insang,224,224,1.0,3,127.44
dataset/train\Batik Insang\68.jpg,Batik Insang,224,224,1.0,3,179.75
dataset/train\Batik Insang\69.jpg,Batik Insang,224,224,1.0,3,140.83
dataset/train\Batik Insang\7.jpg,Batik Insang,224,224,1.0,3,99.67
dataset/train\Batik Insang\8.jpg,Batik Insang,224,224,1.0,3,85.95
dataset/train\Batik Insang\9.jpg,Batik Insang,224,224,1.0,3,89.1
dataset/train\Batik Kawung\0.jpg,Batik Kawung,224,224,1.0,3,142.85
dataset/train\Batik Kawung\1.jpg,Batik Kawung,224,224,1.0,3,113.9
dataset/train\Batik Kawung\10.jpg,Batik Kawung,224,224,1.0,3,137.7
dataset/train\Batik Kawung\11.jpg,Batik Kawung,224,224,1.0,3,146.73
dataset/train\Batik Kawung\12.jpg,Batik Kawung,224,224,1.0,3,161.51
dataset/train\Batik Kawung\13.jpg,Batik Kawung,224,224,1.0,3,112.4
dataset/train\Batik Kawung\14.jpg,Batik Kawung,224,224,1.0,3,140.78
dataset/train\Batik Kawung\15.jpg,Batik Kawung,224,224,1.0,3,179.35
dataset/train\Batik Kawung\16.jpg,Batik Kawung,224,224,1.0,3,122.72
dataset/train\Batik Kawung\17.jpg,Batik Kawung,224,224,1.0,3,115.39
dataset/train\Batik Kawung\18.jpg,Batik Kawung,224,224,1.0,3,145.67
dataset/train\Batik Kawung\19.jpg,Batik Kawung,224,224,1.0,3,156.64
dataset/train\Batik Kawung\2.jpg,Batik Kawung,224,224,1.0,3,132.75
dataset/train\Batik Kawung\20.jpg,Batik Kawung,224,224,1.0,3,135.78
dataset/train\Batik Kawung\21.jpg,Batik Kawung,224,224,1.0,3,161.45
dataset/train\Batik Kawung\22.jpg,Batik Kawung,224,224,1.0,3,38.93
dataset/train\Batik Kawung\23.jpg,Batik Kawung,224,224,1.0,3,144.69
dataset/train\Batik Kawung\24.jpg,Batik Kawung,224,224,1.0,3,126.22
dataset/train\Batik Kawung\25.jpg,Batik Kawung,224,224,1.0,3,114.91
dataset/train\Batik Kawung\26.jpg,Batik Kawung,224,224,1.0,3,118.26
dataset/train\Batik Kawung\27.jpg,Batik Kawung,224,224,1.0,3,88.96
dataset/train\Batik Kawung\28.jpg,Batik Kawung,224,224,1.0,3,193.5
dataset/train\Batik Kawung\29.jpg,Batik Kawung,224,224,1.0,3,153.87
dataset/train\Batik Kawung\3.jpg,Batik Kawung,224,224,1.0,3,119.04
dataset/train\Batik Kawung\30.jpg,Batik Kawung,224,224,1.0,3,139.51
dataset/train\Batik Kawung\31.jpg,Batik Kawung,224,224,1.0,3,143.13
dataset/train\Batik Kawung\32.jpg,Batik Kawung,224,224,1.0,3,149.61
dataset/train\Batik Kawung\33.jpg,Batik Kawung,224,224,1.0,3,150.96
dataset/train\Batik Kawung\34.jpg,Batik Kawung,224,224,1.0,3,113.66
dataset/train\Batik Kawung\35.jpg,Batik Kawung,224,224,1.0,3,160.08
dataset/train\Batik Kawung\36.jpg,Batik Kawung,224,224,1.0,3,115.9
dataset/train\Batik Kawung\37.jpg,Batik Kawung,224,224,1.0,3,168.64
dataset/train\Batik Kawung\38.jpg,Batik Kawung,224,224,1.0,3,143.65
dataset/train\Batik Kawung\39.jpg,Batik Kawung,224,224,1.0,3,131.2
dataset/train\Batik Kawung\4.jpg,Batik Kawung,224,224,1.0,3,134.74
dataset/train\Batik Kawung\40.jpg,Batik Kawung,224,224,1.0,3,91.16
dataset/train\Batik Kawung\41.jpg,Batik Kawung,224,224,1.0,3,132.55
dataset/train\Batik Kawung\42.jpg,Batik Kawung,224,224,1.0,3,141.63
dataset/train\Batik Kawung\43.jpg,Batik Kawung,224,224,1.0,3,108.56
dataset/train\Batik Kawung\44.jpg,Batik Kawung,224,224,1.0,3,111.67
dataset/train\Batik Kawung\45.jpg,Batik Kawung,224,224,1.0,3,208.46
dataset/train\Batik Kawung\46.jpg,Batik Kawung,224,224,1.0,3,120.97
dataset/train\Batik Kawung\47.jpg,Batik Kawung,224,224,1.0,3,121.07
dataset/train\Batik Kawung\48.jpg,Batik Kawung,224,224,1.0,3,139.36
dataset/train\Batik Kawung\49.jpg,Batik Kawung,224,224,1.0,3,99.33
dataset/train\Batik Kawung\5.jpg,Batik Kawung,224,224,1.0,3,144.66
dataset/train\Batik Kawung\50.jpg,Batik Kawung,224,224,1.0,3,135.68
dataset/train\Batik Kawung\51.jpg,Batik Kawung,224,224,1.0,3,112.58
dataset/train\Batik Kawung\52.jpg,Batik Kawung,224,224,1.0,3,111.67
dataset/train\Batik Kawung\53.jpg,Batik Kawung,224,224,1.0,3,130.29
dataset/train\Batik Kawung\54.jpg,Batik Kawung,224,224,1.0,3,130.31
dataset/train\Batik Kawung\55.jpg,Batik Kawung,224,224,1.0,3,94.42
dataset/train\Batik Kawung\56.jpg,Batik Kawung,224,224,1.0,3,162.58
dataset/train\Batik Kawung\57.jpg,Batik Kawung,224,224,1.0,3,100.82
dataset/train\Batik Kawung\58.jpg,Batik Kawung,224,224,1.0,3,164.22
dataset/train\Batik Kawung\59.jpg,Batik Kawung,224,224,1.0,3,116.26
dataset/train\Batik Kawung\6.jpg,Batik Kawung,224,224,1.0,3,132.57
dataset/train\Batik Kawung\60.jpg,Batik Kawung,224,224,1.0,3,132.87
dataset/train\Batik Kawung\61.jpg,Batik Kawung,224,224,1.0,3,133.98
dataset/train\Batik Kawung\62.jpg,Batik Kawung,224,224,1.0,3,113.95
dataset/train\Batik Kawung\63.jpg,Batik Kawung,224,224,1.0,3,162.18
dataset/train\Batik Kawung\64.jpg,Batik Kawung,224,224,1.0,3,206.46
dataset/train\Batik Kawung\65.jpg,Batik Kawung,224,224,1.0,3,140.71
dataset/train\Batik Kawung\66.jpg,Batik Kawung,224,224,1.0,3,179.95
dataset/train\Batik Kawung\67.jpg,Batik Kawung,224,224,1.0,3,82.16
dataset/train\Batik Kawung\68.jpg,Batik Kawung,224,224,1.0,3,154.39
dataset/train\Batik Kawung\69.jpg,Batik Kawung,224,224,1.0,3,124.88
dataset/train\Batik Kawung\7.jpg,Batik Kawung,224,224,1.0,3,133.61
dataset/train\Batik Kawung\8.jpg,Batik Kawung,224,224,1.0,3,125.25
dataset/train\Batik Kawung\9.jpg,Batik Kawung,224,224,1.0,3,150.2
dataset/train\Batik Lasem\0.jpg,Batik Lasem,224,224,1.0,3,134.09
dataset/train\Batik Lasem\1.jpg,Batik Lasem,224,224,1.0,3,146.83
dataset/train\Batik Lasem\10.jpg,Batik Lasem,224,224,1.0,3,126.99
dataset/train\Batik Lasem\11.jpg,Batik Lasem,224,224,1.0,3,111.72
dataset/train\Batik Lasem\12.jpg,Batik Lasem,224,224,1.0,3,95.29
dataset/train\Batik Lasem\13.jpg,Batik Lasem,224,224,1.0,3,129.93
dataset/train\Batik Lasem\14.jpg,Batik Lasem,224,224,1.0,3,98.71
dataset/train\Batik Lasem\15.jpg,Batik Lasem,224,224,1.0,3,99.74
dataset/train\Batik Lasem\16.jpg,Batik Lasem,224,224,1.0,3,107.39
dataset/train\Batik Lasem\17.jpg,Batik Lasem,224,224,1.0,3,84.91
dataset/train\Batik Lasem\18.jpg,Batik Lasem,224,224,1.0,3,121.32
dataset/train\Batik Lasem\19.jpg,Batik Lasem,224,224,1.0,3,111.6
dataset/train\Batik Lasem\2.jpg,Batik Lasem,224,224,1.0,3,126.53
dataset/train\Batik Lasem\20.jpg,Batik Lasem,224,224,1.0,3,125.42
dataset/train\Batik Lasem\21.jpg,Batik Lasem,224,224,1.0,3,153.39
dataset/train\Batik Lasem\22.jpg,Batik Lasem,224,224,1.0,3,85.84
dataset/train\Batik Lasem\23.jpg,Batik Lasem,224,224,1.0,3,63.39
dataset/train\Batik Lasem\24.jpg,Batik Lasem,224,224,1.0,3,97.88
dataset/train\Batik Lasem\25.jpg,Batik Lasem,224,224,1.0,3,72.5
dataset/train\Batik Lasem\26.jpg,Batik Lasem,224,224,1.0,3,99.26
dataset/train\Batik Lasem\27.jpg,Batik Lasem,224,224,1.0,3,147.83
dataset/train\Batik Lasem\28.jpg,Batik Lasem,224,224,1.0,3,116.9
dataset/train\Batik Lasem\29.jpg,Batik Lasem,224,224,1.0,3,126.01
dataset/train\Batik Lasem\3.jpg,Batik Lasem,224,224,1.0,3,124.26
dataset/train\Batik Lasem\30.jpg,Batik Lasem,224,224,1.0,3,131.72
dataset/train\Batik Lasem\31.jpg,Batik Lasem,224,224,1.0,3,91.59
dataset/train\Batik Lasem\32.jpg,Batik Lasem,224,224,1.0,3,167.06
dataset/train\Batik Lasem\33.jpg,Batik Lasem,224,224,1.0,3,110.31
dataset/train\Batik Lasem\34.jpg,Batik Lasem,224,224,1.0,3,88.43
dataset/train\Batik Lasem\35.jpg,Batik Lasem,224,224,1.0,3,121.56
dataset/train\Batik Lasem\36.jpg,Batik Lasem,224,224,1.0,3,124.55
dataset/train\Batik Lasem\37.jpg,Batik Lasem,224,224,1.0,3,133.07
dataset/train\Batik Lasem\38.jpg,Batik Lasem,224,224,1.0,3,89.57
dataset/train\Batik Lasem\39.jpg,Batik Lasem,224,224,1.0,3,108.01
dataset/train\Batik Lasem\4.jpg,Batik Lasem,224,224,1.0,3,139.03
dataset/train\Batik Lasem\40.jpg,Batik Lasem,224,224,1.0,3,88.85
dataset/train\Batik Lasem\41.jpg,Batik Lasem,224,224,1.0,3,121.33
dataset/train\Batik Lasem\42.jpg,Batik Lasem,224,224,1.0,3,108.39
dataset/train\Batik Lasem\43.jpg,Batik Lasem,224,224,1.0,3,111.41
dataset/train\Batik Lasem\44.jpg,Batik Lasem,224,224,1.0,3,108.57
dataset/train\Batik Lasem\45.jpg,Batik Lasem,224,224,1.0,3,133.05
dataset/train\Batik Lasem\46.jpg,Batik Lasem,224,224,1.0,3,157.69
dataset/train\Batik Lasem\47.jpg,Batik Lasem,224,224,1.0,3,121.17
dataset/train\Batik Lasem\48.jpg,Batik Lasem,224,224,1.0,3,82.89
dataset/train\Batik Lasem\49.jpg,Batik Lasem,224,224,1.0,3,128.9
dataset/train\Batik Lasem\5.jpg,Batik Lasem,224,224,1.0,3,111.89
dataset/train\Batik Lasem\50.jpg,Batik Lasem,224,224,1.0,3,118.18
dataset/train\Batik Lasem\51.jpg,Batik Lasem,224,224,1.0,3,110.97
dataset/train\Batik Lasem\52.jpg,Batik Lasem,224,224,1.0,3,108.27
dataset/train\Batik Lasem\53.jpg,Batik Lasem,224,224,1.0,3,103.34
dataset/train\Batik Lasem\54.jpg,Batik Lasem,224,224,1.0,3,113.47
dataset/train\Batik Lasem\55.jpg,Batik Lasem,224,224,1.0,3,107.39
dataset/train\Batik Lasem\56.jpg,Batik Lasem,224,224,1.0,3,104.86
dataset/train\Batik Lasem\57.jpg,Batik Lasem,224,224,1.0,3,147.61
dataset/train\Batik Lasem\58.jpg,Batik Lasem,224,224,1.0,3,79.03
dataset/train\Batik Lasem\59.jpg,Batik Lasem,224,224,1.0,3,127.77
dataset/train\Batik Lasem\6.jpg,Batik Lasem,224,224,1.0,3,128.43
dataset/train\Batik Lasem\60.jpg,Batik Lasem,224,224,1.0,3,70.27
dataset/train\Batik Lasem\61.jpg,Batik Lasem,224,224,1.0,3,81.17
dataset/train\Batik Lasem\62.jpg,Batik Lasem,224,224,1.0,3,128.39
dataset/train\Batik Lasem\63.jpg,Batik Lasem,224,224,1.0,3,110.51
dataset/train\Batik Lasem\64.jpg,Batik Lasem,224,224,1.0,3,75.97
dataset/train\Batik Lasem\65.jpg,Batik Lasem,224,224,1.0,3,124.24
dataset/train\Batik Lasem\66.jpg,Batik Lasem,224,224,1.0,3,127.59
dataset/train\Batik Lasem\67.jpg,Batik Lasem,224,224,1.0,3,103.14
dataset/train\Batik Lasem\68.jpg,Batik Lasem,224,224,1.0,3,116.45
dataset/train\Batik Lasem\69.jpg,Batik Lasem,224,224,1.0,3,119.51
dataset/train\Batik Lasem\7.jpg,Batik Lasem,224,224,1.0,3,103.63
dataset/train\Batik Lasem\8.jpg,Batik Lasem,224,224,1.0,3,97.12
dataset/train\Batik Lasem\9.jpg,Batik Lasem,224,224,1.0,3,97.01
dataset/train\Batik Megamendung\0.jpg,Batik Megamendung,224,224,1.0,3,95.97
dataset/train\Batik Megamendung\1.jpg,Batik Megamendung,224,224,1.0,3,102.98
dataset/train\Batik Megamendung\10.jpg,Batik Megamendung,224,224,1.0,3,119.25
dataset/train\Batik Megamendung\11.jpg,Batik Megamendung,224,224,1.0,3,77.48
dataset/train\Batik Megamendung\12.jpg,Batik Megamendung,224,224,1.0,3,85.49
dataset/train\Batik Megamendung\13.jpg,Batik Megamendung,224,224,1.0,3,186.19
dataset/train\Batik Megamendung\14.jpg,Batik Megamendung,224,224,1.0,3,149.99
